"","x"
"412",0.166666666666667
"413",0.1
"414",0.166666666666667
"415",0.266666666666667
"416",0.166666666666667
"417",0.2
"418",0.133333333333333
"419",0.233333333333333
"420",0.133333333333333
"421",0.2
"422",0.1
"423",0.233333333333333
"424",0.0666666666666667
"425",0.1
"426",0.233333333333333
"427",0.1
"428",0.166666666666667
"429",0.2
"430",0.2
"431",0.2
"432",0.1
"433",0.1
"434",0.2
"435",0.166666666666667
"436",0.2
"437",0.1
"438",0.133333333333333
"439",0.0666666666666667
"440",0.0666666666666667
"441",0.133333333333333
"442",0.133333333333333
"443",0.133333333333333
"444",0.166666666666667
"445",0.133333333333333
"446",0.1
"447",0.133333333333333
"448",0.233333333333333
"449",0.133333333333333
"450",0.133333333333333
"451",0.166666666666667
"452",0.0666666666666667
"453",0.166666666666667
"454",0.133333333333333
"455",0.2
"456",0.133333333333333
"457",0.133333333333333
"458",0.133333333333333
"459",0.266666666666667
"460",0.233333333333333
"461",0.333333333333333
"462",0.2
"463",0.2
"464",0.233333333333333
"465",0.1
"466",0.1
"467",0.1
"468",0.166666666666667
"469",0.166666666666667
"470",0.166666666666667
"471",0.1
"472",0.0666666666666667
"473",0.2
"474",0.166666666666667
"475",0.166666666666667
"476",0.166666666666667
"477",0.2
"478",0.1
"479",0.166666666666667
"480",0.366666666666667
"481",0.166666666666667
"482",0.166666666666667
"483",0.1
"484",0.0666666666666667
"485",0.133333333333333
"486",0.166666666666667
"487",0.166666666666667
"488",0.133333333333333
"489",0.166666666666667
"490",0.0333333333333333
"491",0.133333333333333
"492",0.233333333333333
"493",0.2
"494",0.0333333333333333
"495",0.166666666666667
"496",0.233333333333333
"497",0.2
"498",0.166666666666667
"499",0.2
"500",0.133333333333333
